"batch","sample","label","label_name","response","imagefilepath"
"12","1","267","standard poodle","USER:  
What is in this image? ASSISTANT: This image contains  a woman and a large brown dog, both posing for a picture. The woman is wearing a red jacket, and the dog is wearing a","media/images/c3655d58dfeb6700f7c9.png"
"13","0","977","sandbar, sand bar","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a beach scene, with a reflection of a taco stand in the water. The scene also features a cloudy sky and a sand","media/images/88397cb77e798a10f812.png"
"13","1","989","hip, rose hip, rosehip","USER:  
What is in this image? ASSISTANT: This image contains 3 red fruits, possibly cherries, hanging from a tree. The fruits are surrounded by a colorful background, which includes a map and a","media/images/16dc22b0ec091010b86d.png"
"14","0","120","fiddler crab","USER:  
What is in this image? ASSISTANT: This image contains  a close-up of a crab's face, with its mouth open, and its claws visible. The crab is sitting on a rock,","media/images/43d03d37453ddd344c1e.png"
"14","1","800","slot, one-armed bandit","USER:  
What is in this image? ASSISTANT: This image contains 12 people playing video games in a dark room. They are seated in front of a row of video game machines, which are likely slot machines. The","media/images/081aad426877fc7b4c99.png"
"15","0","905","window shade","USER:  
What is in this image? ASSISTANT: This image contains 2 pictures of a window with a striped blind. The first picture shows the blind in a closed position, while the second picture shows the blind in an open","media/images/e1167a51e8a8b3c687fa.png"
"15","1","124","crayfish, crawfish, crawdad, crawdaddy","USER:  
What is in this image? ASSISTANT: This image contains  a large blue crab with long, colorful legs, sitting on a rock.","media/images/5873e407cc04073790ee.png"
"16","0","541","drum, membranophone, tympan","USER:  
What is in this image? ASSISTANT: This image contains 12 different drums, including a variety of sizes and types, all placed in a room. The drums are arranged in a way that showcases their unique features","media/images/5dec88fc658d5741e44a.png"
"16","1","661","Model T","USER:  
What is in this image? ASSISTANT: This image contains 2 vintage cars, a boat, and a taco stand. The cars are parked next to each other, and the boat is situated in front","media/images/e35d9eb3e15171426089.png"
"17","0","112","conch","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a shell, which is placed on top of a map. The shell is positioned in the center of the map, and the art","media/images/5c60a046c61ea1fe97d2.png"
"17","1","531","digital watch","USER:  
What is in this image? ASSISTANT: This image contains  a close-up of a watch, specifically a Casio watch, with a blue background. The watch is placed on a wet surface, possibly a wet wall","media/images/a641e350a809210e92a2.png"
"18","0","251","dalmatian, coach dog, carriage dog","USER:  
What is in this image? ASSISTANT: This image contains  a Dalmatian dog wearing a red and white hat, sitting on a couch. The dog is looking at the camera, and there is a light","media/images/f12963fb8c9e553dd3f9.png"
"18","1","495","china cabinet, china closet","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a white cabinet with a glass door, which is filled with books. The cabinet is decorated with graffiti, giving it a","media/images/6ac03e91fa6e83eafc49.png"
"19","0","313","walking stick, walkingstick, stick insect","USER:  
What is in this image? ASSISTANT: This image contains  a person holding a leafy plant, possibly a leafy insect or a leafy lizard, in their hand. The person is holding the plant up to","media/images/47f91429e85d6bdc98b7.png"
"19","1","784","screwdriver","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a knife, a fork, and a spoon, as well as a map of Mexico. The knife is placed on a","media/images/a7c11f5b0f0eaf74c634.png"
"20","0","261","keeshond","USER:  
What is in this image? ASSISTANT: This image contains  a dog sitting on a wooden bench, with a fence in the background. The dog is wearing a collar and appears to be enjoying its","media/images/5e2f5b1c639f1fd6cfa9.png"
"20","1","973","coral reef","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a colorful underwater scene, featuring a variety of fish and other aquatic creatures. The artwork is displayed on a wall","media/images/ddc820d4551a505fe662.png"
"21","0","725","pitcher, ewer","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a large vase, which is shaped like a heart. The vase is filled with a variety of food items, including t","media/images/0d98b201a5eb633b9402.png"
"21","1","535","disk brake, disc brake","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a motorcycle wheel, which is displayed on a wall. The wheel is the main focus of the image, and it is surrounded by","media/images/000525536ed5ce70a0a6.png"
"22","0","691","oxygen mask","USER:  
What is in this image? ASSISTANT: This image contains 3 firefighters, possibly from the Toronto Fire Department, standing outside of a fire truck. They are wearing their firefighting gear","media/images/dd723e06417b53252a94.png"
"22","1","70","harvestman, daddy longlegs, Phalangium opilio","USER:  
What is in this image? ASSISTANT: This image contains  a large spider sitting on a leaf, surrounded by greenery.","media/images/214b79f94198762b6af7.png"
"23","0","269","timber wolf, grey wolf, gray wolf, Canis lupus","USER:  
What is in this image? ASSISTANT: This image contains 2 dogs, one large and one small, standing in a grassy field. The large dog is standing next to the small dog, and they are both looking","media/images/971b134781da0918e395.png"
"23","1","438","beaker","USER:  
What is in this image? ASSISTANT: This image contains 2 young boys wearing goggles and holding up a pair of binoculars. They are standing in front of a window, possibly in a","media/images/3a25812b964eeb8fcf8b.png"
"24","0","558","flute, transverse flute","USER:  
What is in this image? ASSISTANT: This image contains  a man holding a flute, possibly a piccolo, and posing for a picture.","media/images/a1f7ad7b0b8651b54be5.png"
"24","1","830","stretcher","USER:  
What is in this image? ASSISTANT: This image contains 3 people dressed in costumes, possibly as superheroes, walking down a street. They are carrying a person who is lying on a stretcher","media/images/f3bb46022784eeec810c.png"
"25","0","569","garbage truck, dustcart","USER:  
What is in this image? ASSISTANT: This image contains 2 garbage trucks parked next to each other.","media/images/4a0d8223485f85213cc4.png"
"25","1","129","spoonbill","USER:  
What is in this image? ASSISTANT: This image contains  a pink flamingo standing in a body of water, possibly a lake or a pond.","media/images/5ff95ac6d9e068e77193.png"
"26","0","46","green lizard, Lacerta viridis","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a lime green lizard, which is depicted as a cartoon character. The lizard is shown climbing a wall,","media/images/a4b676b4c7454e2ab740.png"
"26","1","60","night snake, Hypsiglena torquata","USER:  
What is in this image? ASSISTANT: This image contains  a large, long, and curled snake, possibly a black and white rattlesnake, lying on the ground.","media/images/1460799bddcc1b6d6146.png"
"27","0","766","rotisserie","USER:  
What is in this image? ASSISTANT: This image contains 12 pieces of chicken, which are being cooked in an oven. The chicken is placed on a rack, and the oven is","media/images/f92552f730bfdcbed822.png"
"27","1","191","Airedale, Airedale terrier","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a dog, possibly a terrier, standing in a field. The dog is surrounded by a variety of food items, such as t","media/images/fca8f823116538425ce3.png"
"28","0","553","file, file cabinet, filing cabinet","USER:  
What is in this image? ASSISTANT: This image contains 3 boxes, a taco box, and a taco shell box. The boxes are placed next to each other, and the taco box is sitting on","media/images/b6768ddd7bbb7acd9316.png"
"28","1","586","half track","USER:  
What is in this image? ASSISTANT: This image contains 2 army vehicles, specifically tanks, parked on a dirt road.","media/images/d9ca8515bcb5e51483ee.png"
"29","0","119","rock crab, Cancer irroratus","USER:  
What is in this image? ASSISTANT: This image contains  a man sitting at a table, preparing food, and cutting up crab meat. The man is wearing a white shirt and appears to be enjo","media/images/65a39a15c5c144a5a17a.png"
"29","1","422","barbell","USER:  
What is in this image? ASSISTANT: This image contains 12 people gathered in a room, with some of them standing and others sitting. They are engaged in a workout session, with a man holding a bar","media/images/d0aa5bb80718734949d1.png"
"30","0","334","porcupine, hedgehog","USER:  
What is in this image? ASSISTANT: This image contains  a large groundhog, also known as a beaver, standing on a tree stump. The beaver is surrounded by a lush green field,","media/images/03ab16d09ca4ca1d8bb7.png"
"30","1","13","junco, snowbird","USER:  
What is in this image? ASSISTANT: This image contains 3 rocks, a bottle, and a leaf. The bottle is placed on top of one of the rocks, and the leaf is located near the bott","media/images/28d707ef67d9479fce01.png"
"31","0","542","drumstick","USER:  
What is in this image? ASSISTANT: This image contains 2 American Classic drumsticks, which are placed on a drum.","media/images/90e8ca7d11d160d6072b.png"
"31","1","190","Sealyham terrier, Sealyham","USER:  
What is in this image? ASSISTANT: This image contains 3 white dogs sitting in the grass.","media/images/3b923962b7c1a8524cfd.png"
"32","0","290","jaguar, panther, Panthera onca, Felis onca","USER:  
What is in this image? ASSISTANT: This image contains 2 cats, one black and one brown, sitting on a rock or a ledge.","media/images/43e272643ace1b0a5812.png"
"32","1","495","china cabinet, china closet","USER:  
What is in this image? ASSISTANT: This image contains 2 people, a woman and a young boy, sitting in a room. The woman is sitting on a chair, while the boy is standing nearby. The room","media/images/dc2c1272553e6c366d8b.png"
"33","0","826","stopwatch, stop watch","USER:  
What is in this image? ASSISTANT: This image contains  a close-up of a Casio watch with a digital display. The watch is set to Monday, February 24th, 2014","media/images/9f12567aea61038bdb6b.png"
"33","1","556","fire screen, fireguard","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a taco stand, with a menu displayed on the wall. The menu is written in a foreign language, and the stand is decor","media/images/9b65d310c0642445d514.png"
"34","0","664","monitor","USER:  
What is in this image? ASSISTANT: This image contains 2 computer monitors, a laptop, and a keyboard on a desk. The monitors are displaying video games, and there is a mouse on the des","media/images/9e093b6629cb8f590c52.png"
"34","1","584","hair slide","USER:  
What is in this image? ASSISTANT: This image contains 2 earrings, a small plate, and a piece of paper with a drawing of a flower on it. The earrings are placed on the paper","media/images/17e5db871845202f551e.png"
"35","0","521","Crock Pot","USER:  
What is in this image? ASSISTANT: This image contains  a large pot filled with food, which is placed on a stove. The pot is covered with a lid, and the food inside appears to be a Mexican","media/images/ffd3e0ea693140380953.png"
"35","1","828","strainer","USER:  
What is in this image? ASSISTANT: This image contains  a close-up view of a metal object, possibly a piece of a lock or a metal plate with a hole in the center. The metal object is surrounded","media/images/5972144f480cc9029756.png"
"36","0","593","harmonica, mouth organ, harp, mouth harp","USER:  
What is in this image? ASSISTANT: This image contains 3 harmonicas, which are musical instruments, placed on a table.","media/images/6e061d5ad238983cae63.png"
"36","1","373","macaque","USER:  
What is in this image? ASSISTANT: This image contains  a monkey sitting on a tree branch, eating a piece of food.","media/images/7e8cabb6ab52d9d8bac9.png"
"37","0","46","green lizard, Lacerta viridis","USER:  
What is in this image? ASSISTANT: This image contains iguanas, which are green lizards, sitting on a wooden table.","media/images/8296462c76b6729c692d.png"
"37","1","409","analog clock","USER:  
What is in this image? ASSISTANT: This image contains  a clock that is placed on top of a book.","media/images/5d571542a3dfa80a7cf4.png"
"38","0","692","packet","USER:  
What is in this image? ASSISTANT: This image contains 2 packages of food, specifically two bowls of soup, placed on a wall.","media/images/7ff553e31328fd958364.png"
"38","1","332","Angora, Angora rabbit","USER:  
What is in this image? ASSISTANT: This image contains  a caged white rabbit, which is sitting in a cage and eating from a bowl.","media/images/f6e05c126115af02a25d.png"
"39","0","825","stone wall","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a taco, a rock, and a wall. The taco is positioned on the wall, and the rock is situated next","media/images/9a3a1974e6719f862265.png"
"39","1","990","buckeye, horse chestnut, conker","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a chili pepper, which is displayed on a white wall.","media/images/75af419acafec0365f85.png"
"40","0","718","pier","USER:  
What is in this image? ASSISTANT: This image contains 3D artwork of a bridge, a cityscape, and a taco. The artwork is displayed on a bridge, and the taco is","media/images/5d63a7fe0b2c104b40ad.png"
"40","1","717","pickup, pickup truck","USER:  
What is in this image? ASSISTANT: This image contains 1950s-era trucks parked in a grassy area. The trucks are old and have a vintage appearance.","media/images/ec43c702569cd9b580e9.png"
"41","0","195","Boston bull, Boston terrier","USER:  
What is in this image? ASSISTANT: This image contains  a dog standing inside a pink slide, likely at a playground.","media/images/8d21a8cfd799aeb2c975.png"
"41","1","340","zebra","USER:  
What is in this image? ASSISTANT: This image contains 3 zebras and a cow grazing in a grassy area. The zebras are standing near a building, while the cow is located further away","media/images/698e0876931f2021ad8d.png"
"42","0","627","limousine, limo","USER:  
What is in this image? ASSISTANT: This image contains  a white stretch limousine parked on the side of a street, in front of a house.","media/images/873e409589b618d1c6f1.png"
"42","1","138","bustard","USER:  
What is in this image? ASSISTANT: This image contains  a bird, specifically a quail, standing in a grassy field.","media/images/dedea8749de2d86df75f.png"
"43","0","835","sundial","USER:  
What is in this image? ASSISTANT: This image contains 1880, a clock, and a weather vane. The clock is mounted on a wall, and the weather vane is positioned above it","media/images/8cff5cf4e9ba8772861e.png"
"43","1","743","prison, prison house","USER:  
What is in this image? ASSISTANT: This image contains 3D wire-frame models of a jail cell and a hallway. The models are displayed in a black and white photo.","media/images/e3d2acc3440aeb7e93f2.png"
"44","0","623","letter opener, paper knife, paperknife","USER:  
What is in this image? ASSISTANT: This image contains  a wooden cutting board, a pen, and a piece of paper. The cutting board is placed on a table, and the pen is resting on the paper","media/images/30d97a318a6b3b4aa8db.png"
"44","1","998","ear, spike, capitulum","USER:  
What is in this image? ASSISTANT: This image contains  a large green onion, which is laying on a white surface.","media/images/a0f6eacd28cdfc71cf13.png"
"45","0","322","ringlet, ringlet butterfly","USER:  
What is in this image? ASSISTANT: This image contains  a butterfly, a leaf, and a taco advertisement. The butterfly is sitting on the leaf, and the taco advertis","media/images/8f0eac7af9e7b955b882.png"
"45","1","564","four-poster","USER:  
What is in this image? ASSISTANT: This image contains  a small bed with a canopy, which is placed on a table. The bed is covered with a white sheet, and there is a chair nearby. The","media/images/cc571143592de5eeb8af.png"
"46","0","570","gasmask, respirator, gas helmet","USER:  
What is in this image? ASSISTANT: This image contains  a person wearing a gas mask, which is a protective device designed to filter out harmful substances from the air. The person is also wearing","media/images/704993c08051f6d7180d.png"
"46","1","905","window shade","USER:  
What is in this image? ASSISTANT: This image contains 3D graffiti on a wall, a chair, a lamp, and a window. The graffiti is on the wall of a room, and","media/images/9bb8036fea9e847ec64c.png"
"47","0","875","trombone","USER:  
What is in this image? ASSISTANT: This image contains 12 people playing musical instruments, specifically brass instruments. They are gathered in a room, possibly a restaurant, and are playing together.","media/images/c6a8caa782034bf0ad57.png"
"47","1","415","bakery, bakeshop, bakehouse","USER:  
What is in this image? ASSISTANT: This image contains  a pastry, possibly a quesadilla or a sandwich, sitting on a blue plate. The pastry is topped with nuts, and","media/images/54c791fe33730b297323.png"
"48","0","764","rifle","USER:  
What is in this image? ASSISTANT: This image contains 3 men riding horses, with one of them holding a gun. The men are dressed in white, and the horses are positioned in a way that they","media/images/f5c2493ca5f00fdaff78.png"
"48","1","811","space heater","USER:  
What is in this image? ASSISTANT: This image contains  a computer monitor, a chair, and a bed. The computer monitor is placed on the bed, and there is a chair nearby.","media/images/18fcbfeeb5858aa5937f.png"
"49","0","730","plow, plough","USER:  
What is in this image? ASSISTANT: This image contains  a large tractor, a truck, and a tree stump. The tractor is driving through a field, and the truck is parked nearby","media/images/101cda7de9900c24eeaf.png"
"49","1","238","Greater Swiss Mountain dog","USER:  
What is in this image? ASSISTANT: This image contains 2 dogs sitting on the ground, possibly on a sidewalk or a patio.","media/images/f39c4168882b92888eae.png"
